,budget,popularity,release_date,revenue,runtime,title,vote_average,vote_count,month,Action,Adventure,Fantasy,Animation,Science Fiction,Drama,Thriller,Family,Comedy,History,War,Western,Romance,Crime,Mystery,Horror,Music,Documentary,Foreign,warner,universal,paramount,walt_disney,sony,Number_Genres
0,237000000,150.437577,2009-12-10,2787965087,162.0,Avatar,7.2,11800,12,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
1,300000000,139.082615,2007-05-19,961000000,169.0,Pirates of the Caribbean: At World's End,6.9,4500,05,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
2,245000000,107.37678799999999,2015-10-26,880674609,148.0,Spectre,6.3,4466,10,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
3,250000000,112.31295,2012-07-16,1084939099,165.0,The Dark Knight Rises,7.6,9106,07,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4
4,260000000,43.926995,2012-03-07,284139100,132.0,John Carter,6.1,2124,03,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
5,258000000,115.69981399999999,2007-05-01,890871626,139.0,Spider-Man 3,5.9,3576,05,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
6,260000000,48.681969,2010-11-24,591794936,100.0,Tangled,7.4,3330,11,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
7,280000000,134.27922900000002,2015-04-22,1405403694,141.0,Avengers: Age of Ultron,7.3,6767,04,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
8,250000000,98.885637,2009-07-07,933959197,153.0,Harry Potter and the Half-Blood Prince,7.4,5293,07,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
9,250000000,155.790452,2016-03-23,873260194,151.0,Batman v Superman: Dawn of Justice,5.7,7004,03,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
10,270000000,57.925623,2006-06-28,391081192,154.0,Superman Returns,5.4,1400,06,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
11,200000000,107.92881100000001,2008-10-30,586090727,106.0,Quantum of Solace,6.1,2965,10,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
12,200000000,145.84737900000002,2006-06-20,1065659812,151.0,Pirates of the Caribbean: Dead Man's Chest,7.0,5246,06,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
13,255000000,49.046956,2013-07-03,89289910,149.0,The Lone Ranger,5.9,2311,07,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3
14,225000000,99.398009,2013-06-12,662845518,143.0,Man of Steel,6.5,6359,06,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
15,225000000,53.978602,2008-05-15,419651413,150.0,The Chronicles of Narnia: Prince Caspian,6.3,1630,05,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
16,220000000,144.448633,2012-04-25,1519557910,143.0,The Avengers,7.4,11776,04,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3
17,380000000,135.413856,2011-05-14,1045713802,136.0,Pirates of the Caribbean: On Stranger Tides,6.4,4948,05,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
18,225000000,52.035179,2012-05-23,624026776,106.0,Men in Black 3,6.2,4160,05,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
19,250000000,120.96574299999999,2014-12-10,956019788,144.0,The Hobbit: The Battle of the Five Armies,7.1,4760,12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
20,215000000,89.866276,2012-06-27,752215857,136.0,The Amazing Spider-Man,6.5,6586,06,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
21,200000000,37.668301,2010-05-12,310669540,140.0,Robin Hood,6.2,1398,05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
22,250000000,94.370564,2013-12-11,958400000,161.0,The Hobbit: The Desolation of Smaug,7.6,4524,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
23,180000000,42.990906,2007-12-04,372234864,113.0,The Golden Compass,5.8,1303,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
24,207000000,61.226009999999995,2005-12-14,550000000,187.0,King Kong,6.6,2337,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
25,200000000,100.025899,1997-11-18,1845034188,194.0,Titanic,7.5,7562,11,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3
26,250000000,198.37239499999998,2016-04-27,1153304495,147.0,Captain America: Civil War,7.1,7241,04,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
27,209000000,64.928382,2012-04-11,303025485,131.0,Battleship,5.5,2114,04,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
28,150000000,418.708552,2015-06-09,1513528810,124.0,Jurassic World,6.5,8662,06,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
29,200000000,93.004993,2012-10-25,1108561013,143.0,Skyfall,6.9,7604,10,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
30,200000000,35.149586,2004-06-25,783766341,127.0,Spider-Man 2,6.7,4321,06,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
31,200000000,77.68208,2013-04-18,1215439994,130.0,Iron Man 3,6.8,8806,04,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
32,200000000,78.530105,2010-03-03,1025491110,108.0,Alice in Wonderland,6.4,4645,03,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
33,210000000,3.857526,2006-05-24,459359555,104.0,X-Men: The Last Stand,6.3,3525,05,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
34,200000000,89.186492,2013-06-20,743559607,104.0,Monsters University,7.0,3528,06,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
35,150000000,21.939663,2009-06-19,836297228,150.0,Transformers: Revenge of the Fallen,6.0,3138,06,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3
36,210000000,116.840296,2014-06-25,1091405097,165.0,Transformers: Age of Extinction,5.8,3095,06,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3
37,200000000,46.985445,2013-03-07,491868548,130.0,Oz: The Great and Powerful,5.7,3530,03,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
38,200000000,89.270217,2014-04-16,705717432,142.0,The Amazing Spider-Man 2,6.5,4179,04,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
39,170000000,73.79505,2010-12-10,400062763,125.0,TRON: Legacy,6.3,2841,12,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
40,200000000,49.98659,2011-06-11,559852396,106.0,Cars 2,5.8,2033,06,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
41,200000000,51.872839,2011-06-16,219851172,114.0,Green Lantern,5.1,2487,06,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
42,200000000,59.99541800000001,2010-06-16,1066969703,103.0,Toy Story 3,7.6,4597,06,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
43,200000000,71.862892,2009-05-20,371353001,115.0,Terminator Salvation,5.9,2463,05,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
44,190000000,102.32221700000001,2015-04-01,1506249360,137.0,Furious 7,7.3,4176,04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
45,200000000,81.834855,2013-06-20,531865000,116.0,World War Z,6.7,5560,06,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5
46,250000000,118.07869099999999,2014-05-15,747862775,131.0,X-Men: Days of Future Past,7.5,6032,05,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
47,190000000,78.29101800000001,2013-05-05,467365246,132.0,Star Trek Into Darkness,7.4,4418,05,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
48,195000000,43.349855,2013-02-27,197687603,114.0,Jack the Giant Slayer,5.5,2598,02,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
49,105000000,61.196070999999996,2013-05-10,351040419,143.0,The Great Gatsby,7.3,3769,05,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
50,150000000,62.169881000000004,2010-05-19,335154643,116.0,Prince of Persia: The Sands of Time,6.2,2317,05,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4
51,180000000,56.523205000000004,2013-07-11,407602906,131.0,Pacific Rim,6.7,4794,07,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
52,195000000,28.529607000000002,2011-06-28,1123746996,154.0,Transformers: Dark of the Moon,6.1,3299,06,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
53,185000000,75.674458,2008-05-21,786636033,122.0,Indiana Jones and the Kingdom of the Crystal Skull,5.7,2495,05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
54,175000000,51.692953,2015-11-14,331926147,93.0,The Good Dinosaur,6.6,1736,11,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
55,185000000,125.114374,2012-06-21,538983207,93.0,Brave,6.7,4641,06,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
56,185000000,65.352913,2016-07-07,343471816,122.0,Star Trek Beyond,6.6,2568,07,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
57,180000000,66.390712,2008-06-22,521311860,98.0,WALL·E,7.8,6296,06,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
58,140000000,22.57178,2007-08-08,258022233,91.0,Rush Hour 3,6.1,783,08,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4
59,200000000,45.274225,2009-10-10,769653595,158.0,2012,5.6,4903,10,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
60,200000000,39.744242,2009-11-04,325233863,96.0,A Christmas Carol,6.6,1095,11,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
61,176000003,85.36908000000001,2015-02-04,183987723,124.0,Jupiter Ascending,5.2,2768,02,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
62,180000000,42.741719,2016-06-29,356743061,109.0,The Legend of Tarzan,5.5,2430,06,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
63,180000000,67.391328,2005-12-07,748806957,143.0,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",6.7,2629,12,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
64,178000000,139.272042,2016-05-18,543934787,144.0,X-Men: Apocalypse,6.4,4721,05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
65,185000000,187.322927,2008-07-16,1004558444,152.0,The Dark Knight,8.2,12002,07,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4
66,175000000,92.201962,2009-05-13,735099082,96.0,Up,7.7,6870,05,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
67,175000000,36.167578000000006,2009-03-19,381509870,94.0,Monsters vs Aliens,6.0,1423,03,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
68,140000000,120.725053,2008-04-30,585174222,126.0,Iron Man,7.4,8776,04,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
69,170000000,32.319043,2011-11-22,185770160,126.0,Hugo,7.0,2141,11,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
70,170000000,40.748915000000004,1999-06-29,222104681,106.0,Wild Wild West,5.1,1020,06,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5
71,145000000,60.034162,2008-07-01,401128639,112.0,The Mummy: Tomb of the Dragon Emperor,5.2,1387,07,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
72,175000000,90.23791999999999,2016-08-02,745000000,123.0,Suicide Squad,5.9,7458,08,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5
73,175000000,27.082182,2007-06-09,173000000,96.0,Evan Almighty,5.3,1151,06,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3
74,178000000,79.456485,2014-05-27,370541256,113.0,Edge of Tomorrow,7.6,4858,05,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
75,175000000,44.640291999999995,1995-07-28,264218220,135.0,Waterworld,5.9,992,07,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
76,175000000,32.852443,2009-08-04,302469017,118.0,G.I. Joe: The Rise of Cobra,5.6,1962,08,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
77,175000000,128.65596399999998,2015-06-09,857611174,94.0,Inside Out,8.0,6560,06,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
78,175000000,94.19931600000001,2016-04-07,966550600,106.0,The Jungle Book,6.7,2892,04,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
79,200000000,77.30019399999999,2010-04-28,623933331,124.0,Iron Man 2,6.6,6849,04,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
80,170000000,77.178973,2012-05-30,396600000,127.0,Snow White and the Huntsman,5.8,3118,05,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
81,180000000,110.62064699999999,2014-05-28,758539785,97.0,Maleficent,7.0,4496,05,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5
82,170000000,243.79174300000003,2014-06-26,710644566,130.0,Dawn of the Planet of the Apes,7.3,4410,06,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
83,27000000,2.418535,2015-02-13,0,109.0,The Lovers,4.8,34,02,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
84,175000000,41.796339,2013-12-06,150962475,119.0,47 Ronin,5.9,1326,12,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
85,170000000,72.22526500000001,2014-03-20,714766572,136.0,Captain America: The Winter Soldier,7.6,5764,03,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
86,165000000,44.041185999999996,2010-05-16,752600867,93.0,Shrek Forever After,6.0,1959,05,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
87,190000000,130.311355,2015-05-19,209154322,130.0,Tomorrowland,6.2,2846,05,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4
88,165000000,203.73459,2014-10-24,652105443,102.0,Big Hero 6,7.8,6135,10,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
89,165000000,62.341073,2012-11-01,471222889,108.0,Wreck-It Ralph,7.1,4570,11,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
90,165000000,47.323228,2004-11-10,305875730,100.0,The Polar Express,6.4,1474,11,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
91,165000000,48.775723,2016-06-22,389681935,120.0,Independence Day: Resurgence,4.9,2491,06,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
92,165000000,67.263269,2010-03-05,494878759,98.0,How to Train Your Dragon,7.5,4227,03,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
93,200000000,69.405188,2003-07-02,435000000,109.0,Terminator 3: Rise of the Machines,5.9,2143,07,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
94,170000000,481.09862400000003,2014-07-30,773328629,121.0,Guardians of the Galaxy,7.9,9742,07,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
95,165000000,724.247784,2014-11-05,675120017,169.0,Interstellar,8.1,10867,11,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3
96,160000000,167.58371,2010-07-14,825532764,148.0,Inception,8.1,13752,07,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5
97,15000000,9.476999000000001,2016-07-29,77000000,120.0,Shin Godzilla,6.5,143,07,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
98,250000000,108.849621,2012-11-26,1021103568,169.0,The Hobbit: An Unexpected Journey,7.0,8297,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
99,38000000,6.909942,2001-06-22,207283925,106.0,The Fast and the Furious,6.6,3428,06,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3
100,150000000,60.269279000000004,2008-11-24,333932083,166.0,The Curious Case of Benjamin Button,7.3,3292,11,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,5
101,160000000,3.195174,2011-05-24,353624124,132.0,X-Men: First Class,7.1,5181,05,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
102,160000000,127.28442700000001,2015-11-18,653428261,137.0,The Hunger Games: Mockingjay - Part 2,6.6,3984,11,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
103,150000000,35.580815,2010-07-13,215283742,109.0,The Sorcerer's Apprentice,5.8,1470,07,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
104,160000000,21.133748,2006-05-12,181674817,99.0,Poseidon,5.5,583,05,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
105,170000000,56.268916000000004,2016-05-25,299370084,113.0,Alice Through the Looking Glass,6.5,1725,05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
106,160000000,42.986467,2007-05-17,798958165,93.0,Shrek the Third,6.0,2278,05,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
107,160000000,63.148529,2016-05-25,433677183,123.0,Warcraft,6.3,2268,05,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
108,155000000,202.04263500000002,2015-06-23,440603537,126.0,Terminator Genisys,5.8,3631,06,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
109,155000000,49.661984000000004,2010-08-13,415686217,113.0,The Chronicles of Narnia: The Voyage of the Dawn Treader,6.2,1514,08,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
110,140000000,34.20669,2001-05-21,449220945,183.0,Pearl Harbor,6.6,1791,05,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3
111,150000000,25.468493,2007-06-27,709709780,144.0,Transformers,6.6,4040,06,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3
112,155000000,39.019228999999996,2004-11-21,167298192,175.0,Alexander,5.6,927,11,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,6
113,150000000,78.14439499999999,2007-06-28,938212738,138.0,Harry Potter and the Order of the Phoenix,7.4,5494,06,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4
114,150000000,101.250416,2005-11-05,895921036,157.0,Harry Potter and the Goblet of Fire,7.5,5608,11,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
115,150000000,56.758410999999995,2008-07-01,624029371,92.0,Hancock,6.2,2961,07,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
116,150000000,70.867401,2007-12-14,585349010,101.0,I Am Legend,6.9,4853,12,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5
117,150000000,53.905592000000006,2005-07-13,474968763,115.0,Charlie and the Chocolate Factory,6.7,3624,07,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
118,150000000,65.677399,2007-06-22,623722818,111.0,Ratatouille,7.5,4369,06,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
119,150000000,115.040024,2005-06-10,374218673,140.0,Batman Begins,7.5,7359,06,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3
120,150000000,44.141021,2008-10-30,603900354,89.0,Madagascar: Escape 2 Africa,6.2,1810,10,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
121,150000000,81.781591,2009-05-20,413106170,105.0,Night at the Museum: Battle of the Smithsonian,5.9,1971,05,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
122,150000000,5.954333999999999,2009-04-28,373062864,107.0,X-Men Origins: Wolverine,6.2,4021,04,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
123,150000000,73.313918,2003-11-05,424988211,129.0,The Matrix Revolutions,6.4,3096,11,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
124,150000000,165.12536599999999,2013-11-27,1274219009,102.0,Frozen,7.3,5295,11,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
125,150000000,70.78591,2003-05-15,738599701,138.0,The Matrix Reloaded,6.7,3443,05,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
126,170000000,99.499595,2013-10-29,644571402,112.0,Thor: The Dark World,6.8,4755,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
127,150000000,434.27856399999996,2015-05-13,378858340,120.0,Mad Max: Fury Road,7.2,9427,05,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
128,150000000,67.447636,2009-05-13,356613439,138.0,Angels & Demons,6.5,2129,05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2
129,150000000,86.493424,2011-04-21,449326618,115.0,Thor,6.6,6525,04,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
130,150000000,41.845878000000006,2008-11-21,309979994,98.0,Bolt,6.3,1750,11,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
131,150000000,26.710397999999998,2009-07-21,292817841,88.0,G-Force,5.1,510,07,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
132,150000000,44.927634999999995,2012-03-27,301000000,99.0,Wrath of the Titans,5.5,1431,03,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
133,150000000,50.306728,2012-05-08,245527149,113.0,Dark Shadows,5.7,2320,05,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
134,150000000,114.52223700000002,2015-07-23,682330139,131.0,Mission: Impossible - Rogue Nation,7.1,3224,07,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
135,150000000,21.214571,2010-02-11,0,102.0,The Wolfman,5.5,549,02,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3
136,150000000,29.332905,2007-10-28,287594577,91.0,Bee Movie,5.7,1171,10,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
137,150000000,51.247321,2011-05-25,665692281,91.0,Kung Fu Panda 2,6.7,1880,05,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
138,150000000,33.769335999999996,2010-06-30,318502923,103.0,The Last Airbender,4.7,1151,06,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
139,150000000,63.079003,2006-05-03,397850012,126.0,Mission: Impossible III,6.5,2028,05,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
140,150000000,39.004588,2013-06-27,205366737,131.0,White House Down,6.4,1891,06,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
141,150000000,12.362599000000001,2011-03-09,38992758,88.0,Mars Needs Moms,5.5,199,03,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
142,149000000,22.550135,2006-10-22,64459316,85.0,Flushed Away,6.0,874,10,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
143,150000000,48.03528,2015-09-24,128388320,111.0,Pan,5.9,954,09,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
